,Open Bid_x,Open Bid_y,Short Swap USDPLN,Long Swap USDPLN,open_1
2007-03-20,5.22,3.23,-5.933544303797467e-06,4.778492318685243e-06,6.9878
2007-03-21,5.23,3.23,-1.7383227176220797e-05,1.5516318887105407e-05,6.9804
2007-03-22,5.22,3.27,-5.933544303797467e-06,4.778492318685243e-06,6.939
2007-03-23,5.28,3.21,-6.226053639846744e-06,5.219391365888183e-06,6.9774
2007-03-24,5.26,3.2,-5.757735583684953e-06,5.102946396876106e-06,6.9774
2007-03-25,5.29,3.26,-5.757735583684953e-06,5.211093446387563e-06,6.9774
2007-03-26,5.26,3.25,-5.861767279090115e-06,5.058572949946749e-06,7.0108
2007-03-27,5.28,3.2,-6.759113901971043e-06,5.573248407643314e-06,6.9826
2007-03-28,5.28,3.2,-1.7904160084254866e-05,1.552547770700637e-05,6.9712
2007-03-29,5.22,3.24,-6.197257383966244e-06,5.001786352268667e-06,7.0153
2007-03-30,5.22,3.24,-6.329113924050637e-06,5.493033226152195e-06,6.9804
2007-03-31,5.21,3.18,-5.722838527909845e-06,4.92037931651458e-06,6.9804
2007-04-01,5.26,3.25,-5.6527115350644754e-06,5.102946396876106e-06,6.9804
2007-04-02,5.22,3.25,-5.80168776371308e-06,5.001786352268667e-06,6.97885
2007-04-03,5.21,3.25,-5.67881669307977e-06,4.875648595455359e-06,7.01479
2007-04-04,5.21,3.25,-1.75647120972002e-05,1.4626945786366076e-05,7.01527
2007-04-05,5.24,3.25,-5.7410351527998585e-06,4.985754985754986e-06,6.95381
2007-04-06,5.24,3.23,-5.836405125504652e-06,5.074786324786329e-06,6.92243
2007-04-07,5.23,3.24,-5.933544303797467e-06,5.082932049224186e-06,6.92243
2007-04-08,5.26,3.24,-5.6527115350644754e-06,5.102946396876106e-06,6.92243
2007-04-09,5.24,3.21,-5.6527115350644754e-06,5.0302706552706566e-06,6.94433
2007-04-10,5.27,3.23,-5.873520579402933e-06,5.09480772638667e-06,6.9014
2007-04-11,5.24,3.19,-1.6560678325384202e-05,1.4690170940170944e-05,6.89799
2007-04-12,5.25,3.25,-5.864197530864195e-06,4.888888888888888e-06,6.88491
2007-04-13,5.25,3.18,-5.511463844797177e-06,4.888888888888888e-06,6.86231
2007-04-14,5.28,3.19,-5.335097001763668e-06,4.732837933474876e-06,6.86231
2007-04-15,5.26,3.25,-5.370663849269236e-06,4.659211927582535e-06,6.86231
2007-04-16,5.27,3.25,-5.820105820105817e-06,5.18341307814992e-06,6.84562
2007-04-17,5.25,3.25,-5.511463844797177e-06,4.888888888888888e-06,6.80593
2007-04-18,5.24,3.17,-1.777251184834123e-05,1.4556623931623927e-05,6.77466
2007-04-19,5.25,3.25,-5.731922398589063e-06,4.888888888888888e-06,6.76753
2007-04-20,5.23,3.18,-5.924170616113743e-06,4.815409309791333e-06,6.74869
2007-04-21,5.24,3.25,-5.8802878708091965e-06,4.985754985754986e-06,6.74869
2007-04-22,5.24,3.25,-5.8802878708091965e-06,4.985754985754986e-06,6.74869
2007-04-23,5.27,3.25,-6.569664902998234e-06,5.847953216374266e-06,6.76549
2007-04-24,5.24,3.23,-5.748639634895562e-06,4.896723646723648e-06,6.77785
2007-04-25,5.25,3.25,-1.666666666666666e-05,1.3466666666666664e-05,6.73894
2007-04-26,5.25,3.25,-5.24691358024691e-06,4.222222222222223e-06,6.72023
2007-04-27,5.25,3.25,-4.761904761904763e-06,3.955555555555554e-06,6.72474
2007-04-28,5.26,3.16,-4.636989931107579e-06,3.949236776712812e-06,6.72474
2007-04-29,5.26,3.16,-4.746835443037975e-06,3.949236776712812e-06,6.72474
2007-04-30,5.23,3.25,-4.834739803094235e-06,3.87907972177635e-06,6.69353
2007-05-01,5.24,3.22,-4.629629629629629e-06,3.828347578347581e-06,6.69266
2007-05-02,5.25,3.25,-1.441798941798941e-05,1.1333333333333324e-05,6.73778
2007-05-03,5.25,3.26,-4.497354497354497e-06,3.866666666666666e-06,6.71219
2007-05-04,5.25,3.24,-4.629629629629629e-06,3.599999999999998e-06,6.75622
2007-05-05,5.26,3.2,-4.790787623066102e-06,3.68299609513667e-06,6.75622
2007-05-06,5.26,3.25,-4.790787623066102e-06,3.68299609513667e-06,6.75622
2007-05-07,5.22,3.24,-4.842401831308327e-06,3.662022150768129e-06,6.73854
2007-05-08,5.24,3.14,-4.548666313372196e-06,3.7393162393162394e-06,6.73964
2007-05-09,5.24,3.25,-1.430842607313196e-05,1.1885683760683766e-05,6.78759
2007-05-10,5.24,3.25,-4.769475357710653e-06,3.694800569800569e-06,6.80096
2007-05-11,5.24,3.26,-4.636989931107579e-06,3.7393162393162394e-06,6.85447
2007-05-12,5.26,3.19,-4.790787623066102e-06,4.126730564430245e-06,6.85447
2007-05-14,5.26,3.19,-4.790787623066102e-06,4.126730564430245e-06,6.80578
2007-05-15,5.26,3.19,-4.790787623066102e-06,4.126730564430245e-06,6.79523
2007-05-16,5.26,3.19,-4.790787623066102e-06,4.126730564430245e-06,6.76057
2007-05-17,5.26,3.19,-4.790787623066102e-06,4.126730564430245e-06,6.81121
2007-05-18,5.26,3.19,-4.790787623066102e-06,4.126730564430245e-06,6.83599
2007-05-21,5.26,3.19,-4.790787623066102e-06,4.126730564430245e-06,6.82021
2007-05-22,5.26,3.19,-4.790787623066102e-06,4.126730564430245e-06,6.84994
2007-05-23,5.26,3.19,-4.790787623066102e-06,4.126730564430245e-06,6.81547
2007-05-24,5.26,3.19,-4.790787623066102e-06,4.126730564430245e-06,6.83052
2007-05-25,5.26,3.19,-4.790787623066102e-06,4.126730564430245e-06,6.8462
2007-05-28,5.26,3.19,-4.790787623066102e-06,4.126730564430245e-06,6.83468
2007-05-29,5.26,3.19,-4.790787623066102e-06,4.126730564430245e-06,6.85082
2007-05-30,5.22,3.25,-1.41310089804543e-05,1.12540192926045e-05,6.89181
2007-05-31,5.23,3.25,-4.702883263009845e-06,3.87907972177635e-06,6.93281
2007-06-01,5.23,3.2,-4.527074542897328e-06,3.6561441055823087e-06,6.91133
2007-06-02,5.25,3.25,-4.534248987497797e-06,3.822222222222224e-06,6.91133
2007-06-03,5.26,3.26,-4.534248987497797e-06,3.8604898828541e-06,6.91133
2007-06-04,5.22,3.27,-4.578270822327874e-06,3.7513397642015e-06,6.93113
2007-06-05,5.24,3.25,-4.681151739975267e-06,3.9618945868945885e-06,6.90887
2007-06-06,5.24,3.27,-1.4440911499735022e-05,1.1217948717948715e-05,6.89523
2007-06-07,5.24,3.25,-5.034446210916797e-06,4.318019943019946e-06,6.90297
2007-06-08,5.24,3.27,-4.548666313372196e-06,3.872863247863249e-06,6.93922
2007-06-09,5.26,3.25,-4.702883263009845e-06,3.949236776712812e-06,6.93922
2007-06-10,5.26,3.27,-4.6663144919880265e-06,3.949236776712812e-06,6.93922
2007-06-11,5.24,3.25,-4.636989931107579e-06,3.7393162393162394e-06,6.99229
2007-06-12,5.24,3.29,-4.636989931107579e-06,4.006410256410257e-06,6.9886
2007-06-13,5.25,3.33,-1.1640211640211636e-05,9.866666666666672e-06,7.0705
2007-06-14,5.25,3.35,-4.717813051146383e-06,3.866666666666666e-06,7.0604
2007-06-15,5.23,3.36,-4.746835443037975e-06,3.7899054752987366e-06,7.0793
2007-06-16,5.26,3.35,-4.746835443037975e-06,4.082357117500888e-06,7.0793
2007-06-17,5.26,3.35,-4.7103363268181e-06,4.082357117500888e-06,7.0793
2007-06-18,5.23,3.42,-4.702883263009845e-06,3.9236668450151646e-06,7.0363
2007-06-19,5.24,3.44,-4.592828122239887e-06,3.9618945868945885e-06,7.02646
2007-06-20,5.24,3.49,-1.3910969793322737e-05,1.2019230769230773e-05,7.00678
2007-06-21,5.24,3.52,-4.372019077901431e-06,3.650284900284903e-06,6.91583
2007-06-22,5.27,3.54,-4.395218002812938e-06,3.677122098174726e-06,6.88945
2007-06-23,5.26,3.5,-4.658931082981719e-06,3.993610223642169e-06,6.88945
2007-06-24,5.3,3.5,-4.519922766368266e-06,3.968253968253966e-06,6.88945
2007-06-25,5.26,3.56,-4.811898512685912e-06,3.81611643592474e-06,6.85801
2007-06-26,5.28,3.58,-4.519922766368266e-06,3.80396319886766e-06,6.87135
2007-06-27,5.3,3.54,-1.408636124275935e-05,1.124338624338624e-05,6.89884
2007-06-28,5.22,3.43,-4.005986969536888e-06,2.7688460164344408e-06,6.86979
2007-06-29,5.24,3.5,-3.3789713884500643e-06,2.581908831908832e-06,6.86711
2007-06-30,5.27,3.5,-3.899404135997193e-06,2.746765904660639e-06,6.86711
2007-07-01,5.27,3.5,-3.648030942334741e-06,3.01258195995038e-06,6.86711
2007-07-02,5.21,3.5,-3.433703116745904e-06,2.5943818214349604e-06,6.83863
2007-07-03,5.25,3.45,-3.3068783068783074e-06,2.6666666666666656e-06,6.78822
2007-07-04,5.23,3.5,-9.098101265822787e-06,6.688068485821292e-06,6.76463
2007-07-05,5.25,3.46,-3.615520282186945e-06,2.977777777777777e-06,6.72541
2007-07-06,5.26,3.45,-3.735935302391e-06,2.751153709620165e-06,6.72978
2007-07-07,5.26,3.5,-3.4722222222222224e-06,2.795527156549521e-06,6.72978
2007-07-08,5.26,3.51,-3.4722222222222224e-06,2.795527156549521e-06,6.72978
2007-07-09,5.26,3.51,-3.4282700421940923e-06,2.751153709620165e-06,6.72412
2007-07-10,5.26,3.5,-3.823839662447256e-06,2.795527156549521e-06,6.7481
2007-07-11,5.26,3.51,-1.1207805907173e-05,8.120340788072407e-06,6.67671
2007-07-12,5.27,3.5,-3.730033350886431e-06,2.746765904660639e-06,6.66245
2007-07-13,5.27,3.5,-3.5983851149727938e-06,2.9239766081871317e-06,6.63489
2007-07-14,5.27,3.5,-3.686150605581883e-06,2.6581605528973936e-06,6.63489
2007-07-15,5.27,3.5,-3.554502369668249e-06,2.8796739323055096e-06,6.63489
2007-07-16,5.27,3.5,-3.554502369668249e-06,2.480949849370901e-06,6.64033
2007-07-17,5.27,3.44,-3.4667368790591536e-06,2.791068580542264e-06,6.64283
2007-07-18,5.27,3.49,-1.040021063717746e-05,8.373205741626792e-06,6.62848
2007-07-19,5.26,3.5,-3.3403656821378365e-06,2.6624068157614457e-06,6.65006
2007-07-20,5.26,3.44,-3.3403656821378365e-06,2.6624068157614457e-06,6.64667
2007-07-21,5.26,3.5,-3.4282700421940923e-06,2.751153709620165e-06,6.64667
2007-07-22,5.26,3.51,-3.4282700421940923e-06,2.751153709620165e-06,6.64667
2007-07-23,5.26,3.52,-3.4722222222222224e-06,2.795527156549521e-06,6.63486
2007-07-24,5.27,3.44,-3.642267860277338e-06,2.968279284068759e-06,6.63585
2007-07-25,5.27,3.47,-9.873617693522908e-06,7.841573631047315e-06,6.67015
2007-07-26,5.27,3.51,-3.291205897840969e-06,2.613857877015772e-06,6.71814
2007-07-27,5.27,3.5,-3.208509142053448e-06,2.569555201134144e-06,6.72133
2007-07-28,5.27,3.5,-3.335088643145513e-06,2.6581605528973936e-06,6.72133
2007-07-29,5.27,3.5,-3.335088643145513e-06,2.6581605528973936e-06,6.72133
2007-07-30,5.27,3.5,-3.291205897840969e-06,2.613857877015772e-06,6.74545
2007-07-31,5.27,3.5,-3.642267860277338e-06,2.968279284068759e-06,6.69593
2007-08-01,5.27,3.44,-1.0548523206751065e-05,8.639021796916529e-06,6.73583
2007-08-02,5.25,3.5,-3.703703703703703e-06,2.6666666666666656e-06,6.76173
2007-08-03,5.28,3.49,-3.811777076761305e-06,2.786624203821657e-06,6.71308
2007-08-04,5.27,3.5,-3.516174402250355e-06,2.8796739323055096e-06,6.71308
2007-08-05,5.28,3.5,-3.592709428671576e-06,2.919320594479829e-06,6.71308
2007-08-06,5.28,3.49,-3.198387662110058e-06,2.521231422505309e-06,6.69852
2007-08-07,5.27,3.5,-3.4004592828122248e-06,2.8353712564238853e-06,6.6731
2007-08-08,5.28,3.44,-1.0169043845747488e-05,8.49256900212315e-06,6.72391
2007-08-09,5.25,3.4,-2.998236331569664e-06,2.355555555555555e-06,6.69363
2007-08-10,5.5,3.5,-4.3614498644986414e-06,3.418803418803419e-06,6.78489
2007-08-11,5.27,3.5,-3.252461322081577e-06,2.1708311181995364e-06,6.78489
2007-08-12,5.25,3.5,-3.1746031746031725e-06,2.088888888888887e-06,6.78489
2007-08-13,5.25,3.5,-3.703703703703703e-06,2.62222222222222e-06,6.76221
2007-08-14,5.27,3.5,-3.604078762306611e-06,2.746765904660639e-06,6.84969
2007-08-15,5.47,3.46,-1.365492598264421e-05,1.0432766615146822e-05,6.90714
2007-08-16,5.37,3.46,-3.974425436322793e-06,2.878074306645736e-06,6.99428
2007-08-17,5.35,3.51,-3.943491072976254e-06,3.062117235345579e-06,6.99378
2007-08-18,5.27,3.5,-3.252461322081577e-06,2.613857877015772e-06,6.99378
2007-08-19,5.27,3.5,-3.867791842475386e-06,2.791068580542264e-06,6.99378
2007-08-20,5.4,3.5,-3.955968352253181e-06,2.864583333333334e-06,6.90778
2007-08-21,5.25,3.43,-3.74779541446208e-06,2.6666666666666656e-06,6.94263
2007-08-22,5.4,3.42,-1.212590299277606e-05,8.984375000000008e-06,6.96365
2007-08-23,5.25,3.5,-3.5273368606701936e-06,2.6666666666666656e-06,6.90662
2007-08-24,5.35,3.48,-3.986826139712256e-06,3.062117235345579e-06,6.90472
2007-08-25,5.27,3.5,-4.091300602928511e-06,2.480949849370901e-06,6.90472
2007-08-26,5.35,3.5,-3.949652777777778e-06,2.8871391076115446e-06,6.90472
2007-08-27,5.3,3.5,-3.689236111111114e-06,2.865961199294532e-06,6.83069
2007-08-28,5.4,3.5,-4.091300602928511e-06,3.0381944444444447e-06,6.87975
2007-08-29,5.37,3.5,-1.293759512937596e-05,8.11093668236525e-06,6.9213
2007-08-30,5.5,3.5,-3.998316498316495e-06,2.7777777777777805e-06,6.85563
2007-08-31,5.65,3.5,-4.320987654320988e-06,3.2163742690058487e-06,6.86274
2007-09-01,5.6,3.5,-4.342838413634876e-06,2.861952861952862e-06,6.86274
2007-09-02,5.65,3.5,-4.238683127572017e-06,3.049289891395157e-06,6.86274
2007-09-03,5.6,3.5,-3.897180762852405e-06,2.9040404040404027e-06,6.88451
2007-09-04,5.7,3.5,-4.248366013071896e-06,3.06799336650083e-06,6.90171
2007-09-05,5.77,3.45,-1.5194681861348516e-05,1.0955194485475136e-05,6.89786
2007-09-06,5.7,3.49,-4.796163069544366e-06,3.399668325041461e-06,6.87798
2007-09-07,5.62,3.52,-4.52854601326217e-06,3.021148036253776e-06,6.83096
2007-09-08,5.55,3.47,-4.156378600823043e-06,2.586938083121286e-06,6.83096
2007-09-09,5.55,3.52,-4.0620384047267325e-06,2.4173027989821867e-06,6.83096
2007-09-10,5.57,3.47,-4.317367220593029e-06,2.832741417216301e-06,6.8153
2007-09-11,5.57,3.47,-4.52854601326217e-06,2.832741417216301e-06,6.77322
2007-09-12,5.5,3.47,-1.0732323232323231e-05,7.051282051282045e-06,6.74012
2007-09-13,5.3,3.47,-3.5774410774410777e-06,1.7636684303350938e-06,6.66971
2007-09-14,5.2,3.7,-2.533333333333335e-06,1.433691756272402e-06,6.67784
2007-09-15,5.18,3.75,-3.125000000000001e-06,1.3484358144552313e-06,6.67784
2007-09-16,5.0,3.8,-2.329749103942655e-06,5.55555555555556e-07,6.67784
2007-09-17,5.18,3.75,-3.0381944444444447e-06,1.2585400934915474e-06,6.678
2007-09-18,5.25,3.8,-3.418803418803419e-06,1.5555555555555537e-06,6.70267
2007-09-19,4.9,3.79,-4.166666666666661e-06,2.118644067796614e-06,6.62238
2007-09-20,4.83,3.8,-1.7361111111111112e-06,-2.858776443682092e-07,6.5905
2007-09-21,4.9,3.75,-2.4793388429752058e-06,8.474576271186462e-07,6.53805
2007-09-22,4.8,3.75,-1.0683760683760708e-06,-4.3103448275862e-07,6.53805
2007-09-23,4.95,3.75,-1.3774104683195578e-06,2.8011204481792925e-07,6.53805
2007-09-24,4.92,3.75,-1.845849090581667e-06,4.692192192192067e-08,6.51243
2007-09-25,5.02,3.75,-1.922020867655136e-06,7.844222960502036e-07,6.5173
2007-09-26,5.05,3.75,-6.0975609756097615e-06,2.066115702479332e-06,6.50417
2007-09-27,4.86,3.71,-2.454991816693943e-06,4.740235115661777e-07,6.54392
2007-09-28,4.86,3.75,-1.8185124568103307e-06,-2.370117557830873e-07,6.49462
2007-09-29,5.0,3.75,-1.3661202185792331e-06,0.0,6.49462
2007-09-30,4.95,3.8,-1.2355848434925902e-06,-2.334267040149385e-07,6.49462
2007-10-01,4.98,3.73,-1.507675438596491e-06,4.180602006688991e-07,6.43698
2007-10-02,4.87,3.75,-1.860929557007988e-06,-4.7321597577131165e-08,6.46181
2007-10-03,5.0,3.75,-4.132231404958674e-06,6.944444444444419e-07,6.50535
2007-10-04,4.86,3.78,-1.591198399709041e-06,-4.740235115661746e-07,6.51859
2007-10-05,4.95,3.75,-1.2962962962962986e-06,4.201680672268893e-07,6.50759
2007-10-06,4.91,3.77,-1.2941393973007906e-06,1.4100394811054752e-07,6.50759
2007-10-07,4.92,3.85,-1.4256806475349517e-06,1.8768768768768885e-07,6.50759
2007-10-08,4.9,3.77,-1.064814814814818e-06,-2.35404896421845e-07,6.46816
2007-10-09,4.8,3.88,-1.4005602240896338e-06,-2.873563218390841e-07,6.53798
2007-10-10,4.95,3.75,-3.3333333333333363e-06,5.602240896358524e-07,6.48343
2007-10-11,4.85,3.83,-1.111111111111112e-06,-9.496676163342797e-08,6.45387
2007-10-12,4.88,3.8,-1.0219249349684157e-06,-1.4172335600906894e-07,6.42058
2007-10-13,4.8,3.8,-1.5740740740740735e-06,-2.873563218390841e-07,6.42058
2007-10-14,4.82,3.85,-1.3093901982790871e-06,-1.90912562046582e-07,6.42058
2007-10-15,4.85,3.8,-9.33706816059757e-07,-2.374169040835761e-07,6.42361
2007-10-16,4.8,3.81,-8.870214752567724e-07,-4.789272030651381e-07,6.42895
2007-10-17,4.85,3.8,-2.118644067796614e-06,-1.424501424501438e-06,6.46102
2007-10-18,4.75,3.8,-7.06214689265538e-07,-8.212560386473432e-07,6.42533
2007-10-19,4.75,3.76,-4.273504273504259e-07,-9.661835748792277e-07,6.40999
2007-10-20,4.75,3.75,-7.936507936507939e-07,-8.695652173913006e-07,6.40999
2007-10-21,4.78,3.82,-2.3823137030684e-07,-7.208765859284847e-07,6.40999
2007-10-22,4.8,3.82,-6.120527306968012e-07,-7.662835249042162e-07,6.41055
2007-10-23,4.69,3.74,-4.756468797564676e-07,-1.2204647529779343e-06,6.47915
2007-10-24,4.7,3.77,-1.4245014245014195e-06,-2.777777777777768e-06,6.43342
2007-10-25,4.74,3.82,-2.863688430698761e-07,-1.016260162601627e-06,6.45985
2007-10-26,4.72,3.81,-7.183908045976981e-07,-6.313131313131308e-07,6.42475
2007-10-27,4.65,3.92,-9.496676163342796e-07,-1.0324483775811212e-06,6.42475
2007-10-28,4.7,3.83,-7.183908045976981e-07,-7.797270955165717e-07,6.42475
2007-10-29,4.63,3.89,-3.8117019249094773e-07,-1.5788434971383454e-06,6.37049
2007-10-30,4.7,3.95,1.4492753623188445e-07,-1.3645224171540005e-06,6.39161
2007-10-31,4.55,4.0,8.695652173913067e-07,-6.906906906906911e-06,6.36484
2007-11-01,4.59,3.95,1.4697236919459294e-07,-1.5901411250248505e-06,6.35287
2007-11-02,4.58,4.0,4.3782837127845686e-07,-1.6925527678215855e-06,6.41981
2007-11-03,4.59,4.0,1.4697236919459294e-07,-1.3913734843967431e-06,6.41981
2007-11-04,4.59,4.02,-4.8990789731528935e-08,-1.3913734843967431e-06,6.41981
2007-11-05,4.59,4.0,3.919263178522438e-07,-1.5404492148678203e-06,6.38781
2007-11-06,4.59,4.0,5.910165484633547e-07,-1.6895249453388975e-06,6.40524
2007-11-07,4.58,4.01,1.173708920187792e-06,-5.22700119474312e-06,6.3077
2007-11-08,4.45,4.05,8.432539682539652e-07,-2.4464831804281347e-06,6.32002
2007-11-09,4.58,4.13,5.379499217527426e-07,-1.74233373158104e-06,6.28196
2007-11-10,4.55,4.05,1.474926253687281e-07,-1.6516516516516534e-06,6.28196
2007-11-11,4.57,4.04,-1.949317738791429e-07,-1.496110113704368e-06,6.28196
2007-11-12,4.45,4.1,2.9708853238264506e-07,-2.191641182466866e-06,6.33217
2007-11-13,4.53,4.08,7.894217485691758e-07,-2.009242515571626e-06,6.37049
2007-11-14,4.57,4.07,1.1655011655011631e-06,-5.385996409335717e-06,6.30583
2007-11-15,4.6,4.07,4.873294346978511e-07,-1.488095238095239e-06,6.28567
2007-11-16,4.65,4.02,4.873294346978511e-07,-1.5732546705998034e-06,6.34945
2007-11-17,4.51,4.1,-4.864759680871707e-08,-1.9661222020568672e-06,6.34945
2007-11-18,4.53,4.1,3.423317683881106e-07,-2.1599357042395017e-06,6.34945
2007-11-19,4.73,4.03,0.0,-1.211944929222417e-06,6.31217
2007-11-20,4.7,4.09,0.0,-1.3157894736842082e-06,6.32686
2007-11-21,4.54,4.03,5.807200929152101e-07,-6.618531889290012e-06,6.26053
2007-11-22,4.55,4.1,1.4492753623188445e-07,-2.202202202202204e-06,6.27913
2007-11-23,4.72,4.1,9.628345850182857e-08,-1.3111888111888138e-06,6.24679
2007-11-24,4.67,4.13,3.851338340073205e-07,-1.8616500097981548e-06,6.24679
2007-11-25,4.67,4.13,3.340969835815185e-07,-2.106603958455812e-06,6.24679
2007-11-26,4.65,4.1,0.0,-1.2291052114060985e-06,6.26251
2007-11-27,4.73,4.03,4.7402351156615e-08,-1.6482451037424826e-06,6.22865
2007-11-28,4.75,4.1,5.668934240362817e-07,-5.362318840579712e-06,6.28585
2007-11-29,4.7,4.1,8.620689655172462e-07,-2.3391812865497024e-06,6.30851
2007-11-30,4.8,4.12,7.062146892655348e-07,-2.155172413793106e-06,6.36785
2007-12-01,4.83,4.05,-7.002801120448186e-07,-1.7629121402706337e-06,6.36785
2007-12-02,4.75,4.12,-4.70809792843693e-07,-1.207729468599033e-06,6.36785
2007-12-03,4.75,4.12,1.4245014245014194e-07,-1.5942028985507229e-06,6.37625
2007-12-04,4.8,4.1,0.0,-1.436781609195402e-06,6.42273
2007-12-05,4.85,4.12,1.4124293785310698e-06,-4.985754985754987e-06,6.35323
2007-12-06,4.83,4.19,6.141345427059735e-07,-1.810558414332e-06,6.42929
2007-12-07,4.7,4.15,5.747126436781621e-07,-2.09551656920078e-06,6.42471
2007-12-08,4.6,4.12,-1.0233918128654972e-06,-4.960317460317505e-07,6.42471
2007-12-09,4.75,4.12,-1.930320150659134e-06,2.415458937198054e-07,6.42471
2007-12-10,4.65,4.06,-1.690821256038647e-06,-2.458210422812197e-07,6.41904
2007-12-11,4.4,4.06,6.944444444444481e-07,-3.03497942386831e-06,6.40173
2007-12-12,4.3,4.02,5.246913580246908e-06,-1.006289308176102e-05,6.45413
2007-12-13,4.3,4.05,2.3148148148148127e-06,-3.930817610062896e-06,6.41117
2007-12-14,4.3,4.14,2.855659397715476e-06,-4.192872117400418e-06,6.44332
2007-12-15,4.27,4.22,2.224291330436581e-06,-3.847775669407552e-06,6.44332
2007-12-16,4.28,4.22,2.0576131687242766e-06,-3.787878787878785e-06,6.44332
2007-12-17,4.3,4.15,2.0768431983385256e-06,-3.930817610062896e-06,6.51029
2007-12-18,4.37,4.13,2.691448303879752e-06,-4.293399544796196e-06,6.57068
2007-12-19,4.35,4.15,8.715596330275225e-06,-1.3551401869158874e-05,6.55447
2007-12-20,4.3,3.8,2.006172839506172e-06,-3.6687631027253657e-06,6.57249
2007-12-21,5.07,4.56,-1.0255038344926002e-06,-5.949112209408772e-07,6.57802
2007-12-22,4.4,4.35,1.5151515151515125e-06,-3.600823045267487e-06,6.57802
2007-12-23,4.75,4.35,-9.887005649717512e-07,-7.246376811594223e-07,6.57802
2007-12-24,4.75,4.4,-9.887005649717512e-07,-7.246376811594223e-07,6.57054
2007-12-25,4.65,4.4,6.258424802618919e-07,-3.1956735496558494e-06,6.57054
2007-12-26,4.97,4.37,-3.126699293094069e-06,-4.606365159128971e-06,6.57334
2007-12-27,4.95,4.4,2.7548209366391586e-07,-1.6339869281045757e-06,6.51662
2007-12-28,4.51,4.25,2.624282036046736e-06,-4.234724742891709e-06,6.4807
2007-12-29,4.53,4.1,1.7207472959685316e-06,-3.616636528028929e-06,6.4807
2007-12-30,4.35,4.3,2.812939521800277e-06,-4.932502596054002e-06,6.4807
2007-12-31,4.3,4.25,2.0576131687242766e-06,-4.71698113207547e-06,6.38645
2008-01-01,4.3,4.25,2.0202020202020206e-06,-5.503144654088053e-06,6.38645
2008-01-02,4.4,4.25,8.333333333333322e-06,-1.3117283950617288e-05,6.44257
2008-01-03,4.4,4.15,2.878787878787882e-06,-4.475308641975305e-06,6.3999
2008-01-04,4.47,4.15,2.717391304347825e-06,-4.011781434084909e-06,6.34347
2008-01-05,4.29,4.13,3.710575139146571e-06,-5.3560176433522325e-06,6.34347
2008-01-06,4.25,4.18,3.007135575942917e-06,-5.29100529100529e-06,6.34347
2008-01-07,4.35,4.08,3.2921810699588462e-06,-4.672897196261683e-06,6.3649
2008-01-08,4.35,4.15,3.446502057613167e-06,-4.77673935617861e-06,6.38224
2008-01-09,4.3,4.08,9.821976672805417e-06,-1.525157232704401e-05,6.3947
2008-01-10,4.3,4.1,3.790238836967811e-06,-5.083857442348004e-06,6.4105
2008-01-11,4.25,4.15,4.035639412997906e-06,-5.396825396825395e-06,6.32203
2008-01-12,4.12,4.15,4.1507024265645e-06,-5.859375e-06,6.32203
2008-01-13,4.24,4.17,3.641281731169374e-06,-5.354113655640369e-06,6.32203
2008-01-14,4.27,4.0,3.863826232247279e-06,-5.218216318785582e-06,6.3346
2008-01-15,4.24,4.02,3.863826232247279e-06,-5.407124681933841e-06,6.30455
2008-01-16,4.17,4.05,1.1434837092731816e-05,-1.7408123791102515e-05,6.35035
2008-01-17,4.25,4.03,3.983228511530398e-06,-5.343915343915342e-06,6.43124
2008-01-18,4.25,4.03,4.0509259259259234e-06,-5.29100529100529e-06,6.43973
2008-01-19,4.12,4.02,4.134860050890581e-06,-6.022135416666667e-06,6.43973
2008-01-20,4.2,4.03,3.478712357217029e-06,-5.502136752136752e-06,6.43973
2008-01-21,4.2,4.05,4.285714285714282e-06,-5.66239316239316e-06,6.47589
2008-01-22,4.05,4.05,4.800431499460621e-06,-6.545654565456546e-06,6.57439
2008-01-23,3.45,4.07,2.6556776556776556e-05,-3.314606741573032e-05,6.47919
2008-01-24,3.35,4.15,9.987515605493134e-06,-1.2132822477650068e-05,6.48576
2008-01-25,3.32,4.12,1.0220717331326814e-05,-1.2474279835390945e-05,6.4128
2008-01-26,3.25,3.93,9.363295880149811e-06,-1.2418300653594775e-05,6.4128
2008-01-27,3.24,4.15,9.956874682902086e-06,-1.2513102725366876e-05,6.4128
2008-01-28,3.27,4.12,1.0273972602739725e-05,-1.2555295342180595e-05,6.45991
2008-01-29,3.22,4.22,1.1226584552219655e-05,-1.3559768299104789e-05,6.39618
2008-01-30,3.26,4.17,3.568716780561882e-05,-4.342723004694837e-05,6.39874
2008-01-31,3.1,4.2,1.2830687830687829e-05,-1.5176151761517615e-05,6.353
2008-02-01,3.1,4.17,1.3386880856760374e-05,-1.5311653116531174e-05,6.36948
2008-02-02,3.1,4.17,1.3029100529100528e-05,-1.5447154471544717e-05,6.36948
2008-02-03,3.1,3.93,1.43239625167336e-05,-1.6260162601626018e-05,6.36948
2008-02-04,3.12,4.17,1.338928856914468e-05,-1.523732470334412e-05,6.3539
2008-02-05,3.15,4.15,1.3492063492063494e-05,-1.5327978580990628e-05,6.34275
2008-02-06,3.2,4.02,3.921568627450981e-05,-4.4642857142857136e-05,6.45417
2008-02-07,3.0,4.05,1.4498644986449872e-05,-1.701388888888889e-05,6.44489
